1.9959,2.7624,3.3325,4.3728,3.4243,3.3108,2.0637,3.3974,-0.85863
1.9992,2.5102,3.2326,4.3485,3.4217,3.3224,2.2221,3.4853,-0.77653
2.0001,2.2831,3.1177,4.3125,3.4136,3.3309,2.3619,3.5794,-0.71585
1.9985,2.079,2.9921,4.2654,3.4016,3.3374,2.4862,3.6774,-0.67237
2.0005,1.8953,2.8597,4.2083,3.3828,3.3403,2.5936,3.7754,-0.64349
1.9988,1.7331,2.7228,4.1418,3.3591,3.3396,2.6897,3.8744,-0.62694
2.0001,1.588,2.5865,4.0655,3.3273,3.3351,2.7714,3.9698,-0.62078
2.004,1.4615,2.4502,3.9834,3.2906,3.3267,2.8438,4.0639,-0.62565
1.9988,1.3505,2.3175,3.8942,3.2459,3.3133,2.9038,4.1522,-0.63571
1.9985,1.2538,2.189,3.8011,3.1962,3.2955,2.9554,4.2365,-0.6529
2.0014,1.1707,2.0663,3.704,3.1394,3.2725,2.997,4.316,-0.67464
2.0011,1.099,1.9502,3.6044,3.0784,3.2449,3.0304,4.3897,-0.69866
1.9995,1.0383,1.8408,3.5038,3.0112,3.2118,3.0551,4.4578,-0.72916
2.0005,0.98804,1.7376,3.4039,2.9408,3.1745,3.0726,4.5211,-0.75998
1.9982,0.94521,1.6432,3.3033,2.8659,3.132,3.082,4.5763,-0.79114
2.0005,0.91114,1.5553,3.2053,2.7893,3.0856,3.0849,4.6263,-0.82294
1.9995,0.88323,1.4754,3.1089,2.7091,3.0346,3.0807,4.6684,-0.85376
1.9985,0.86149,1.4021,3.0161,2.628,2.9801,3.071,4.7051,-0.88491
1.9884,0.84494,1.3362,2.9259,2.5453,2.9214,3.0541,4.7359,-0.91412
1.9953,0.83294,1.2762,2.8402,2.4632,2.8604,3.0327,4.7612,-0.94202
2.0005,0.82385,1.2233,2.7585,2.3795,2.7964,3.0051,4.7788,-0.96766
1.9992,0.81866,1.1759,2.6816,2.298,2.7299,2.9743,4.7917,-0.992
1.9972,0.81574,1.1341,2.6079,2.2166,2.6614,2.9369,4.7973,-1.0118
1.9985,0.81477,1.0967,2.5394,2.138,2.5923,2.8964,4.7992,-1.0303
1.9956,0.81541,1.0646,2.4755,2.0595,2.5216,2.8529,4.794,-1.0462
1.9966,0.81574,1.0364,2.4161,1.9852,2.4508,2.8055,4.784,-1.0601
2.0001,0.82028,1.0121,2.3603,1.9122,2.3788,2.7542,4.7687,-1.0699
1.9969,0.82255,0.99096,2.309,1.8428,2.3081,2.702,4.7509,-1.0767
2.0024,0.8258,0.97312,2.262,1.7749,2.237,2.6462,4.7265,-1.0803
1.9992,0.82937,0.95787,2.2195,1.7117,2.1679,2.5901,4.6989,-1.0812
1.9969,0.83164,0.94424,2.1805,1.6503,2.0988,2.531,4.6678,-1.079
1.9962,0.83424,0.9332,2.1452,1.5922,2.0316,2.4719,4.634,-1.0744
1.9972,0.83586,0.92315,2.1118,1.5377,1.9657,2.4109,4.5957,-1.067
2.0011,0.83683,0.91503,2.0819,1.4865,1.9021,2.3509,4.5555,-1.0566
1.9982,0.83651,0.90757,2.0543,1.4381,1.8402,2.2896,4.5137,-1.0442
1.9975,0.83553,0.90076,2.0303,1.3927,1.7805,2.2292,4.4685,-1.0296
1.9985,0.83294,0.89459,2.0073,1.3505,1.722,2.1689,4.4215,-1.0124
1.9992,0.83067,0.8894,1.9875,1.3109,1.6675,2.1098,4.3741,-0.99362
1.9985,0.8258,0.88356,1.9693,1.2733,1.614,2.0504,4.3235,-0.9722
1.9975,0.81963,0.87804,1.9524,1.2398,1.564,1.9933,4.2745,-0.95922
2.0005,0.81444,0.87285,1.9372,1.2074,1.5153,1.9359,4.221,-0.93326
2.0005,0.80698,0.86668,1.9229,1.1782,1.4699,1.8814,4.1694,-0.90601
1.9985,0.79854,0.86084,1.9096,1.1496,1.4258,1.8272,4.1178,-0.87875
2.0047,0.78816,0.85403,1.8976,1.124,1.3846,1.7756,4.0665,-0.85052
1.9979,0.77777,0.84721,1.8856,1.1,1.345,1.7243,4.0146,-0.82034
2.0031,0.76544,0.8391,1.8739,1.0779,1.3083,1.676,3.9633,-0.78984
1.9988,0.75246,0.83131,1.8632,1.0568,1.2729,1.6289,3.9117,-0.75934
1.9998,0.73948,0.8219,1.8528,1.0374,1.2402,1.5832,3.8627,-0.72818
1.9995,0.72456,0.81249,1.8428,1.0185,1.2087,1.539,3.8124,-0.69671
2.0008,0.70996,0.80179,1.8317,1.001,1.1798,1.4978,3.7637,-0.66556
2.0005,0.69308,0.79075,1.8207,0.98447,1.1516,1.4576,3.7164,-0.63311
1.9972,0.67653,0.77875,1.8103,0.96857,1.126,1.4196,3.6706,-0.60196
1.9946,0.65966,0.76674,1.7986,0.953,1.1003,1.3823,3.6245,-0.56951
1.9985,0.64181,0.75376,1.7882,0.93905,1.077,1.3476,3.5811,-0.53836
1.9998,0.62397,0.73981,1.7756,0.92412,1.0542,1.3138,3.5369,-0.50688
1.9972,0.60579,0.72586,1.7642,0.91049,1.0331,1.2817,3.497,-0.47638
1.9904,0.58762,0.71125,1.7512,0.89654,1.0124,1.2515,3.4568,-0.44555
1.9998,0.56945,0.696,1.7402,0.88258,0.99324,1.2223,3.4182,-0.41635
1.9995,0.54966,0.68075,1.7266,0.86896,0.97377,1.1941,3.3802,-0.38747
1.9972,0.53149,0.66453,1.7139,0.8563,0.95624,1.1678,3.3442,-0.35794
1.9982,0.51299,0.6483,1.699,0.84202,0.9384,1.1415,3.3069,-0.32809
1.9992,0.4932,0.63143,1.6857,0.82872,0.92152,1.1178,3.2757,-0.30116
1.9995,0.4747,0.61456,1.6711,0.81477,0.90465,1.0935,3.242,-0.27422
1.9972,0.4562,0.59736,1.6568,0.80146,0.88875,1.0711,3.2118,-0.24891
1.9992,0.43803,0.58016,1.6412,0.78686,0.87253,1.0494,3.1806,-0.22328
2.0005,0.41954,0.56264,1.6263,0.77291,0.85695,1.0286,3.1521,-0.19894
2.0011,0.40201,0.54479,1.6104,0.7583,0.84137,1.0078,3.1229,-0.17655
1.9985,0.38417,0.52792,1.5955,0.74435,0.82612,0.98837,3.0956,-0.15286
1.9966,0.36762,0.51072,1.5789,0.72942,0.81055,0.9689,3.07,-0.13112
1.9972,0.3501,0.49352,1.563,0.71417,0.79562,0.9504,3.0447,-0.10971
2.0011,0.33387,0.476,1.5462,0.69957,0.78005,0.93191,3.019,-0.087966
2.0001,0.317,0.45912,1.5299,0.68432,0.76512,0.91438,2.9963,-0.067523
2.004,0.30207,0.4416,1.5131,0.66875,0.74954,0.89621,2.973,-0.048703
1.992,0.28617,0.42505,1.4972,0.65317,0.73429,0.87934,2.9509,-0.028584
2.0011,0.27157,0.4085,1.48,0.63759,0.71904,0.86214,2.9288,-0.0097639
1.9992,0.25599,0.39195,1.4637,0.62202,0.70379,0.84559,2.9071,0.008732
1.9988,0.24172,0.37605,1.4475,0.60612,0.68821,0.82904,2.887,0.02593
1.9988,0.22744,0.36015,1.431,0.59054,0.67264,0.81249,2.8668,0.042479
1.9982,0.21446,0.34458,1.4147,0.57432,0.65706,0.79562,2.8474,0.060001
2.0001,0.19986,0.32933,1.3988,0.55842,0.64181,0.7794,2.8286,0.080769
1.9966,0.1872,0.31408,1.3829,0.54187,0.62624,0.76285,2.8097,0.096669
1.9979,0.1739,0.29948,1.3674,0.52629,0.61034,0.7476,2.7912,0.11127
1.9972,0.16222,0.28455,1.3511,0.51072,0.59411,0.73105,2.7727,0.1262
1.9979,0.14761,0.2706,1.3359,0.49482,0.57886,0.71482,2.7539,0.13983
1.9972,0.13755,0.25664,1.3203,0.47892,0.56329,0.69925,2.7367,0.1541
2.0031,0.1262,0.24269,1.3067,0.46334,0.54739,0.68302,2.7195,0.16643
2.0018,0.11484,0.22971,1.2905,0.44744,0.53149,0.6668,2.701,0.18006
1.9982,0.10316,0.21673,1.2762,0.43187,0.51591,0.65155,2.6845,0.19402
1.9988,0.093099,0.20343,1.2613,0.41662,0.50066,0.635,2.6663,0.20635
2.0053,0.082391,0.19142,1.2476,0.40201,0.48476,0.61975,2.6504,0.219
1.9953,0.072981,0.17909,1.233,0.38676,0.46886,0.60352,2.6332,0.23295
2.0024,0.062597,0.16708,1.2188,0.37151,0.45393,0.58827,2.6173,0.24431
2.0005,0.053187,0.15573,1.2058,0.35723,0.43836,0.57172,2.5995,0.25664
1.9995,0.043452,0.14372,1.1931,0.34263,0.42343,0.55647,2.5839,0.26865
1.9985,0.034691,0.13334,1.1801,0.32835,0.40785,0.5409,2.5664,0.28098
1.9992,0.024632,0.1223,1.1681,0.3144,0.39325,0.52597,2.5505,0.29266
1.9972,0.01652,0.11127,1.1552,0.30012,0.37833,0.51007,2.5336,0.30499
1.9979,0.0071096,0.10089,1.1432,0.28617,0.3634,0.49482,2.5187,0.31602
1.9956,-0.0010027,0.090828,1.1311,0.27319,0.34912,0.47924,2.5021,0.32771
1.9995,-0.010088,0.081093,1.1195,0.25956,0.33484,0.46464,2.4869,0.33939
1.9975,-0.011386,0.072332,1.1094,0.24756,0.32122,0.45036,2.4723,0.17812
-0.0013272,-0.011386,0.065518,1.0987,0.23523,0.30694,0.43609,2.4573,0.20667
0.0045137,-0.012684,0.058379,1.0886,0.22257,0.29331,0.42083,2.4408,0.23133
-0.0023006,-0.016903,0.05124,1.0792,0.21056,0.28001,0.40623,2.4262,0.25664
-2.9199e-05,-0.02177,0.04475,1.0695,0.19921,0.2667,0.39131,2.41,0.27903
-0.00035369,-0.029558,0.037936,1.0601,0.1872,0.2534,0.37768,2.3954,0.29883
-0.0010027,-0.035723,0.031446,1.0507,0.17649,0.24009,0.36308,2.3798,0.31797
-0.0023006,-0.045133,0.024308,1.0422,0.16579,0.22776,0.34977,2.3649,0.33549
-0.0029496,-0.052272,0.017493,1.0331,0.15508,0.21608,0.33517,2.3493,0.35334
0.0012688,-0.061682,0.0097055,1.0254,0.14437,0.20408,0.32219,2.3331,0.36729
-0.00067818,-0.06947,0.0022422,1.0163,0.13496,0.19207,0.30856,2.3198,0.38417
-0.00035369,-0.079854,-0.005221,1.0085,0.1249,0.18039,0.29623,2.3058,0.39877
-0.0032741,-0.088291,-0.012684,0.99973,0.11549,0.16968,0.2826,2.2912,0.4137
-0.00067818,-0.097701,-0.021121,0.99194,0.10608,0.15832,0.2706,2.2779,0.42732
-0.0035986,-0.10614,-0.028909,0.98447,0.096993,0.14729,0.25762,2.2636,0.44063
-0.0013272,-0.11587,-0.037346,0.97604,0.087583,0.13691,0.24593,2.25,0.45328
-0.00067818,-0.12398,-0.045458,0.96793,0.078822,0.12652,0.2336,2.2364,0.46561
-0.0029496,-0.13372,-0.053895,0.96014,0.069736,0.11646,0.22225,2.2234,0.47762
-0.00035369,-0.14183,-0.062656,0.95138,0.060975,0.10673,0.21024,2.2104,0.48865
0.0048382,-0.15157,-0.071093,0.94359,0.052214,0.096344,0.19986,2.1977,0.49904
-0.010413,-0.1587,-0.079529,0.93483,0.043777,0.08661,0.18785,2.1848,0.51072
0.0051626,-0.16812,-0.087966,0.92639,0.035016,0.077524,0.17779,2.1731,0.5211
0.00061978,-0.17558,-0.096403,0.91795,0.026903,0.067789,0.16579,2.1601,0.53149
-2.9199e-05,-0.18402,-0.10484,0.91017,0.017818,0.058379,0.15605,2.1491,0.5409
-0.0019761,-0.19083,-0.11295,0.90238,0.009381,0.049293,0.14567,2.1367,0.55128
-0.00067818,-0.19927,-0.12139,0.89459,0.0012688,0.040208,0.13561,2.1251,0.56037
-0.0010027,-0.20608,-0.12885,0.88453,-0.0074925,0.031122,0.1249,2.1137,0.56978
-0.0010027,-0.21354,-0.13696,0.87739,-0.015929,0.021712,0.11516,2.1023,0.57951
-0.0016517,-0.22036,-0.14508,0.86863,-0.02469,0.013275,0.10543,2.091,0.58827
-0.0010027,-0.22847,-0.15254,0.86084,-0.032478,0.0045137,0.09602,2.0803,0.59671
-0.00035369,-0.23399,-0.16033,0.85208,-0.041239,-0.0045721,0.086285,2.0696,0.60579
-2.9199e-05,-0.2421,-0.16779,0.84462,-0.049676,-0.013333,0.07655,2.0592,0.61358
-0.0010027,-0.24697,-0.17525,0.83683,-0.057464,-0.02177,0.067465,2.0482,0.62169
-0.0010027,-0.25443,-0.18272,0.82904,-0.065576,-0.030207,0.058055,2.0381,0.63046
-0.0023006,-0.26027,-0.18953,0.82126,-0.074013,-0.039293,0.049293,2.0274,0.63824
0.0015933,-0.26676,-0.19699,0.81379,-0.082125,-0.047405,0.040208,2.0177,0.64571
-0.010413,-0.27163,-0.20316,0.80568,-0.089913,-0.055841,0.030797,2.0076,0.65349
-0.0026251,-0.27909,-0.21062,0.79919,-0.097701,-0.064603,0.022036,1.9979,0.66031
-0.0029496,-0.28363,-0.21711,0.79108,-0.10614,-0.07239,0.01295,1.9878,0.66777
-0.0026251,-0.2898,-0.22393,0.78426,-0.1136,-0.080503,0.0045137,1.9784,0.67523
-0.00035369,-0.29499,-0.22977,0.77648,-0.12106,-0.088939,-0.0042476,1.969,0.6827
-0.0026251,-0.30148,-0.23626,0.76999,-0.12918,-0.096727,-0.01236,1.9592,0.68951
-0.0023006,-0.30602,-0.24242,0.76252,-0.13632,-0.10484,-0.021446,1.9498,0.69698
0.00094427,-0.31154,-0.24826,0.75701,-0.14378,-0.11295,-0.029558,1.9404,0.70314
-0.0029496,-0.31673,-0.2541,0.74987,-0.15059,-0.12074,-0.038644,1.931,0.70996
-0.0019761,-0.32192,-0.26059,0.74338,-0.15838,-0.12853,-0.046431,1.9226,0.71742
-0.00067818,-0.32614,-0.26579,0.73624,-0.16552,-0.13599,-0.055193,1.9128,0.72423
-0.0016517,-0.33198,-0.27163,0.7304,-0.17266,-0.14345,-0.063305,1.9051,0.73072
