6.999,-1.9333,1.3868,2.348,-1.507,-1.5472,-0.56951,-2.85
-0.0010027,-2.043,0.84462,2.4048,-1.5355,-1.6082,-0.47086,-2.8056
0.00061978,-2.1144,0.30759,2.3804,-1.5407,-1.6072,-0.36443,-2.7767
-0.0010027,-2.1504,0.22127,2.3499,-1.5407,-1.603,-0.27293,-2.7066
0.00061978,-2.1751,-0.26546,2.3233,-1.5423,-1.6027,-0.22652,-2.6589
-0.0010027,-2.1858,-0.14183,2.2889,-1.5378,-1.5978,-0.148,-2.5749
-0.00035369,-2.1907,-0.21809,2.2558,-1.5365,-1.5978,-0.10224,-2.5177
-0.0013272,-2.1881,-0.29532,2.2214,-1.5423,-1.5998,-0.035723,-2.4285
-2.9199e-05,-2.1822,-0.28298,2.19,-1.5553,-1.6024,0.028201,-2.3691
-0.00067818,-2.1705,-0.55264,2.1595,-1.5699,-1.6101,0.10835,-2.2789
0.00061978,-2.1517,-0.37579,2.128,-1.5881,-1.6147,0.1395,-2.2212
-0.00067818,-2.1339,-0.49585,2.1007,-1.6066,-1.6241,0.17682,-2.1342
0.00061978,-2.1099,-0.48352,2.0774,-1.627,-1.6335,0.1859,-2.081
-0.0010027,-2.0862,-0.46048,2.0511,-1.6478,-1.6445,0.23328,-1.9992
0.00029529,-2.0586,-0.51921,2.0323,-1.6682,-1.6578,0.23036,-1.9515
-0.00067818,-2.0307,-0.45724,2.0125,-1.6887,-1.6702,0.25502,-1.8762
0.00029529,-1.9989,-0.49877,1.9995,-1.7088,-1.6858,0.30045,-1.8357
-0.00067818,-1.9703,-0.47086,1.9846,-1.7276,-1.6997,0.28228,-1.7688
0.00029529,-1.9392,-0.44426,1.9761,-1.7448,-1.715,0.28909,-1.7361
-0.00067818,-1.9074,-0.48871,1.9696,-1.7607,-1.7309,0.29883,-1.6812
0.00029529,-1.8743,-0.37092,1.9648,-1.7753,-1.7455,0.30921,-1.6595
-0.00067818,-1.8438,-0.49942,1.9651,-1.7886,-1.762,0.28877,-1.6186
