-0.0013272,-0.32419,-0.089913,-0.075635,-0.091535,-0.12723,1.2181,-0.58379
-0.0019761,-0.38131,-0.12301,-0.086344,-0.088939,-0.12496,1.2827,-0.59579
-0.0010027,-0.42771,-0.15806,-0.097701,-0.082774,-0.12269,1.3654,-0.59806
-0.0023006,-0.46275,-0.1931,-0.1136,-0.08537,-0.12106,1.4199,-0.59385
-0.00067818,-0.49131,-0.22717,-0.1308,-0.084072,-0.11944,1.4835,-0.58508
-0.0023006,-0.5111,-0.25995,-0.15059,-0.091535,-0.11847,1.517,-0.57048
-0.0013272,-0.527,-0.29012,-0.17104,-0.094131,-0.11879,1.5458,-0.55328
-0.0023006,-0.53576,-0.31803,-0.19278,-0.10581,-0.12009,1.5919,-0.53576
-0.0016517,-0.54258,-0.34302,-0.21452,-0.11263,-0.12204,1.6166,-0.51564
-0.0026251,-0.54258,-0.36508,-0.23658,-0.1269,-0.12496,1.6107,-0.49423
-0.0010027,-0.5429,-0.38455,-0.25767,-0.13632,-0.12983,1.6526,-0.47411
-0.0023006,-0.53803,-0.40077,-0.27877,-0.15384,-0.13599,1.6763,-0.45367
-0.0016517,-0.53284,-0.41505,-0.29824,-0.16487,-0.1428,1.6896,-0.43387
-0.0016517,-0.52441,-0.42576,-0.31803,-0.18369,-0.15059,1.6945,-0.41635
-0.0016517,-0.51629,-0.4342,-0.33458,-0.19602,-0.15935,1.686,-0.3985
-0.0023006,-0.50526,-0.44069,-0.35145,-0.21484,-0.16941,1.6857,-0.38098
-0.00067818,-0.49455,-0.44523,-0.36573,-0.22587,-0.1798,1.6912,-0.36605
-0.0023006,-0.48125,-0.4475,-0.37968,-0.24534,-0.19115,1.7392,-0.3521
-0.0013272,-0.46924,-0.44815,-0.39039,-0.25573,-0.20251,1.7201,-0.34074
-0.0026251,-0.45594,-0.44653,-0.40142,-0.2739,-0.21517,1.7334,-0.33004
-0.0010027,-0.44328,-0.44393,-0.40921,-0.28298,-0.2262,1.7285,-0.32127
-0.0023006,-0.42901,-0.43971,-0.41635,-0.29953,-0.23885,1.7013,-0.31349
-0.0010027,-0.41603,-0.4342,-0.42089,-0.30765,-0.25054,1.7113,-0.307
-0.0023006,-0.40175,-0.42803,-0.42608,-0.32225,-0.26254,1.7061,-0.3031
-0.0010027,-0.38974,-0.42089,-0.42771,-0.32712,-0.2739,1.6844,-0.29824
-0.0023006,-0.37611,-0.41311,-0.42933,-0.34042,-0.28558,1.6925,-0.29564
-0.00067818,-0.36411,-0.40499,-0.42901,-0.34399,-0.29564,1.6727,-0.29596
-0.0019761,-0.35113,-0.39591,-0.42868,-0.35437,-0.30635,1.6708,-0.29434
-0.0010027,-0.34042,-0.38682,-0.42608,-0.35567,-0.31576,1.6828,-0.29532
-0.0016517,-0.32841,-0.37709,-0.42381,-0.36411,-0.32517,1.6691,-0.29596
-0.0010027,-0.319,-0.368,-0.41959,-0.36346,-0.33231,1.6526,-0.29921
-0.0019761,-0.30797,-0.35794,-0.41505,-0.36995,-0.34074,1.6487,-0.3018
-0.0013272,-0.29888,-0.34886,-0.41051,-0.36735,-0.34658,1.6542,-0.30537
-0.0019761,-0.2898,-0.33945,-0.40597,-0.37222,-0.3534,1.638,-0.30992
-0.0010027,-0.28234,-0.33004,-0.3985,-0.36703,-0.35794,1.6185,-0.31349
-0.0019761,-0.2739,-0.32095,-0.39266,-0.37092,-0.36313,1.614,-0.3177
-0.0016517,-0.26806,-0.31219,-0.38552,-0.36411,-0.36605,1.6062,-0.32322
-0.0019761,-0.26059,-0.3031,-0.37871,-0.36638,-0.3693,1.6068,-0.32776
-0.0016517,-0.25573,-0.29532,-0.37157,-0.35892,-0.37092,1.6078,-0.33296
-0.0023006,-0.24924,-0.28753,-0.36443,-0.36021,-0.37287,1.5974,-0.33815
-0.00067818,-0.24599,-0.27974,-0.35729,-0.35113,-0.37254,1.5624,-0.34269
-0.0023006,-0.2408,-0.27325,-0.35113,-0.3521,-0.37319,1.564,-0.34723
-0.0010027,-0.23756,-0.26611,-0.34302,-0.34204,-0.37189,1.554,-0.35178
-0.0019761,-0.23399,-0.25995,-0.33717,-0.34237,-0.37125,1.5838,-0.35664
-0.0013272,-0.23172,-0.2541,-0.32939,-0.33133,-0.3693,1.5767,-0.36086
-0.0016517,-0.22879,-0.24826,-0.32322,-0.33101,-0.36735,1.5705,-0.36411
-0.0010027,-0.22717,-0.24372,-0.31641,-0.32063,-0.36476,1.5848,-0.36865
-0.0019761,-0.22523,-0.23918,-0.31057,-0.3203,-0.36248,1.5699,-0.37092
-0.0013272,-0.22458,-0.23496,-0.30375,-0.30862,-0.35859,1.5666,-0.37449
-0.0019761,-0.22328,-0.23172,-0.29888,-0.30927,-0.35535,1.5825,-0.37676
-0.0013272,-0.22295,-0.22815,-0.29272,-0.29791,-0.35113,1.5686,-0.37903
-0.0019761,-0.22198,-0.22523,-0.2885,-0.29791,-0.34788,1.5903,-0.38131
-0.0016517,-0.2223,-0.22263,-0.28266,-0.28753,-0.34269,1.5741,-0.38293
-0.0019761,-0.2223,-0.22003,-0.27942,-0.28818,-0.3388,1.5776,-0.38325
-0.0013272,-0.22263,-0.21809,-0.27422,-0.27714,-0.33425,1.5828,-0.38423
-0.0019761,-0.22198,-0.21614,-0.27163,-0.27779,-0.33004,1.5663,-0.38552
-0.0019761,-0.22295,-0.21517,-0.26708,-0.26611,-0.32517,1.6049,-0.38423
-0.0016517,-0.22295,-0.21387,-0.26449,-0.26773,-0.32063,1.5825,-0.38325
-0.0016517,-0.22393,-0.21322,-0.26124,-0.25703,-0.31608,1.6043,-0.3826
-0.0013272,-0.2236,-0.2116,-0.25865,-0.25897,-0.31154,1.6101,-0.38131
-0.0013272,-0.22458,-0.21127,-0.2554,-0.24826,-0.30635,1.5715,-0.38066
-0.0023006,-0.2249,-0.2103,-0.25378,-0.25151,-0.3031,1.6224,-0.37838
-0.0013272,-0.22523,-0.20997,-0.25118,-0.2408,-0.29824,1.6234,-0.37676
-0.0026251,-0.22587,-0.20965,-0.24989,-0.24469,-0.29434,1.6033,-0.37449
-0.0023006,-0.22652,-0.20965,-0.24826,-0.23496,-0.28947,1.6098,-0.37222
-0.0013272,-0.2262,-0.20965,-0.24729,-0.2382,-0.2872,1.6386,-0.36962
-0.0016517,-0.22717,-0.20933,-0.24534,-0.22977,-0.28234,1.6176,-0.36638
-0.0019761,-0.22685,-0.209,-0.24405,-0.23334,-0.27909,1.5858,-0.36411
-0.0013272,-0.22717,-0.209,-0.24307,-0.22458,-0.27487,1.6104,-0.36086
-0.0016517,-0.22717,-0.209,-0.24177,-0.22912,-0.27293,1.6309,-0.35827
-0.0016517,-0.22685,-0.20933,-0.24113,-0.22068,-0.26903,1.6094,-0.35502
-0.0013272,-0.22652,-0.20835,-0.24113,-0.22587,-0.26676,1.6429,-0.3534
-0.0010027,-0.22587,-0.20835,-0.23983,-0.21711,-0.26384,1.6575,-0.34951
-0.0013272,-0.22523,-0.20835,-0.24015,-0.2223,-0.26124,1.6357,-0.34561
-0.0016517,-0.2249,-0.20835,-0.23853,-0.21354,-0.25865,1.661,-0.34302
-0.0016517,-0.22393,-0.20803,-0.2382,-0.21971,-0.25735,1.6912,-0.34009
-0.0019761,-0.2236,-0.20705,-0.23788,-0.21127,-0.2541,1.6623,-0.33685
-0.0019761,-0.22263,-0.20673,-0.23756,-0.21776,-0.25281,1.6821,-0.33425
-0.0013272,-0.22133,-0.2064,-0.23658,-0.209,-0.24989,1.6607,-0.33068
-0.0019761,-0.22101,-0.20608,-0.23691,-0.21517,-0.24891,1.675,-0.32841
-0.0010027,-0.22003,-0.20543,-0.23593,-0.20673,-0.24632,1.6688,-0.32549
-0.0010027,-0.21841,-0.20478,-0.23593,-0.21387,-0.24599,1.6993,-0.32257
-0.0010027,-0.21776,-0.20413,-0.23496,-0.20511,-0.24307,1.6685,-0.31933
-0.0013272,-0.21614,-0.20316,-0.23431,-0.21192,-0.24275,1.6575,-0.31608
-0.0016517,-0.21517,-0.20251,-0.23366,-0.20413,-0.24113,1.701,-0.31381
-0.0016517,-0.21354,-0.20154,-0.23334,-0.21062,-0.24048,1.6889,-0.31154
-0.0013272,-0.21225,-0.20089,-0.23269,-0.20284,-0.23788,1.6925,-0.31057
-0.00067818,-0.20997,-0.19992,-0.23172,-0.20965,-0.2382,1.7042,-0.30667
-0.0019761,-0.20997,-0.19862,-0.23107,-0.20056,-0.23626,1.6951,-0.3044
-0.0013272,-0.2077,-0.19732,-0.23042,-0.20803,-0.23561,1.6698,-0.3018
-0.0029496,-0.20705,-0.19602,-0.22977,-0.19862,-0.23399,1.6821,-0.29953
-0.0013272,-0.20446,-0.19472,-0.22879,-0.20608,-0.23366,1.6886,-0.29759
-0.0019761,-0.20381,-0.19375,-0.2275,-0.19764,-0.23172,1.6876,-0.29629
